	nrooms	meters	floor	floors_total	flat_or_appart	zh_comp	deadline	to_metro	district	area	metro	mainprice	price_per_meter	otdelka	developer
3452						ЖК «AHEAD»	сдача ГК: 4 кв. 2024 года	11 минут пешком	ЗАО	р-н Филевский парк	м. Филёвский парк	36185160	521400		VOSHOD
3453	1	53,17	2	9	A	ЖК «CULT (Апартаменты премиум-класса)»	сдача ГК: 4 кв. 2023 года	1 минута пешком	ЦАО	р-н Якиманка	м. Октябрьская	55090638	1036123		GRAVION
3454						ЖК «PRIDE»		13 минут пешком	СВАО	р-н Марьина роща	м. Савёловская	16106665	500207		Пионер
3455	1	75,3	5	11	F	ЖК «OPUS»	сдача ГК: 3 кв. 2025 года	15 минут пешком	ЮАО	р-н Даниловский	м. Павелецкая	57168738	759213		Пионер
3456						ЖК «SYMPHONY 34»		8 минут пешком	САО	р-н Савеловский	м. Дмитровская	18472662	491033	С отделкой	MR Group
3457	1	52,1	3	3	F			4 минуты пешком	ЦАО	р-н Басманный	м. Китай-город	52000000	998081		ID 413522
3458						ЖК «Republic»	сдача ГК: 4 кв. 2025 года	14 минут пешком	ЦАО	р-н Пресненский	м. Белорусская	29170858	736266		Forma
3459	1	44,9	6	19	F	ЖК «Остров»	сдача ГК: 1 кв. 2025 года	1 минута пешком	СЗАО	р-н Хорошево-Мневники	м. Терехово 	25606470	570300		Донстрой
3460	1	94	4	8	F	ЖК «Парк Палас»		10 минут пешком	ЦАО	р-н Хамовники	м. Кропоткинская	100000000	1063830		Ramenky Realty
3461	1	59,2	6	12	F	ЖК «Вишневый сад»		7 минут на транспорте	ЗАО	р-н Раменки	м. Минская	79600000	1344595		ID 413522
3462						ЖК «Mod»	сдача ГК: 4 кв. 2024 года	6 минут пешком	СВАО	р-н Марьина роща	м. Марьина роща	18001920	439500		MR Group
3463	1	45,85	5	17	F	ЖК «Преображенская площадь»	сдача ГК: 3 кв. 2024 года	5 минут пешком	ВАО	р-н Преображенское	м. Преображенская площадь	19429743	423768		Regions Development
3464						ЖК «Wellton Towers»		10 минут пешком	СЗАО	р-н Хорошево-Мневники	м. Народное Ополчение	21700000	563636		Место
3465	1	50,2	16	24	F	ЖК «HIGH LIFE Летниковская, 11»		9 минут пешком	ЮАО	р-н Даниловский	м. Павелецкая	33159459	660547		Пионер
3466	1	44,94	3	24	F	ЖК «Dream Towers»	сдача ГК: 2 кв. 2023 года	5 минут пешком	ЮАО	р-н Нагатинский затон	м. Технопарк	21396534	476113		Regions Development
3467	1	48,3	12	18	F	ЖК «Бадаевский»	сдача ГК: 4 кв. 2025 года	16 минут пешком	ЗАО	р-н Дорогомилово	м. Киевская	50232000	1040000		Capital Group
3468	1	53,57	3	6	A	ЖК «Клубный дом Космо 4/22»		15 минут пешком	ЦАО	р-н Замоскворечье	м. Новокузнецкая	49402254	922200		Галс-Девелопмент
3469						ЖК «River Park Towers Кутузовский»		5 минут пешком	ЗАО	р-н Дорогомилово	м. Фили	22450632	524547		Аеон-Девелопмент
3470						ЖК «ÁLIA»	сдача ГК: 2 кв. 2023 года	7 минут пешком	СЗАО	р-н Покровское-Стрешнево	м. Спартак	16122800	335472		ASTERUS
3471	1	51,2	41	66	A	ЖК «NEVA TOWERS»	дом сдан	3 минуты пешком	ЦАО	р-н Пресненский	м. Выставочная	43724800	854000		Тауэрс
3472	1	49,8	2	18	F	ЖК «Luzhniki Collection»	сдача ГК: 4 кв. 2026 года	15 минут пешком	ЦАО	р-н Хамовники	м. Воробьёвы горы	33471000	672108		Absolute Premium
3473						ЖК «Famous»	сдача ГК: 4 кв. 2023 года	5 минут пешком	ЗАО	р-н Филевский парк	м. Фили	20837134	543908		MR Group
3474						ЖК «Hide»	сдача ГК: 4 кв. 2023 года	3 минуты на транспорте	ЗАО	р-н Раменки	м. Лужники	27882490	627984		MR Group
3475	1	45,7	2	17	A	ЖК «Комплекс апартаментов Slava»	дом сдан	4 минуты пешком	САО	р-н Беговой	м. Белорусская	28845672	631196		MR Group
3476	1	76,6	4	6	F	ЖК «Обыденский №1»	сдача ГК: 1 кв. 2026 года	7 минут на транспорте	ЦАО	р-н Хамовники		186600000	2436031		Sminex-Интеко
3477	1	55,8	5	11	F	ЖК «OPUS»	сдача ГК: 3 кв. 2025 года	15 минут пешком	ЮАО	р-н Даниловский	м. Павелецкая	42587787	763222		Пионер
3478						ЖК «Lucky»	сдача ГК: 1 кв. 2023 года	7 минут пешком	ЦАО	р-н Пресненский	м. Улица 1905 года	55777772	1111111		VESPER
3479	1	57	5	8	F	ЖК «Тессинский, 1»		15 минут пешком	ЦАО	р-н Таганский	м. Китай-город	76494000	1342000		Стрелецкая Слобода
3480						ЖК «AHEAD»	сдача ГК: 4 кв. 2024 года	11 минут пешком	ЗАО	р-н Филевский парк	м. Филёвский парк	36185160	521400		VOSHOD
3481	1	53,17	2	9	A	ЖК «CULT (Апартаменты премиум-класса)»	сдача ГК: 4 кв. 2023 года	1 минута пешком	ЦАО	р-н Якиманка	м. Октябрьская	55090638	1036123		GRAVION
3482						ЖК «PRIDE»		13 минут пешком	СВАО	р-н Марьина роща	м. Савёловская	16106665	500207		Пионер
3483	1	75,3	5	11	F	ЖК «OPUS»	сдача ГК: 3 кв. 2025 года	15 минут пешком	ЮАО	р-н Даниловский	м. Павелецкая	57168738	759213		Пионер
3484						ЖК «SYMPHONY 34»		8 минут пешком	САО	р-н Савеловский	м. Дмитровская	18472662	491033	С отделкой	MR Group
3485	1	52,1	3	3	F			4 минуты пешком	ЦАО	р-н Басманный	м. Китай-город	52000000	998081		ID 413522
3486						ЖК «Republic»	сдача ГК: 4 кв. 2025 года	14 минут пешком	ЦАО	р-н Пресненский	м. Белорусская	29170858	736266		Forma
3487	1	44,9	6	19	F	ЖК «Остров»	сдача ГК: 1 кв. 2025 года	1 минута пешком	СЗАО	р-н Хорошево-Мневники	м. Терехово 	25606470	570300		Донстрой
3488	1	94	4	8	F	ЖК «Парк Палас»		10 минут пешком	ЦАО	р-н Хамовники	м. Кропоткинская	100000000	1063830		Ramenky Realty
3489	1	59,2	6	12	F	ЖК «Вишневый сад»		7 минут на транспорте	ЗАО	р-н Раменки	м. Минская	79600000	1344595		ID 413522
3490						ЖК «Mod»	сдача ГК: 4 кв. 2024 года	6 минут пешком	СВАО	р-н Марьина роща	м. Марьина роща	18001920	439500		MR Group
3491	1	45,85	5	17	F	ЖК «Преображенская площадь»	сдача ГК: 3 кв. 2024 года	5 минут пешком	ВАО	р-н Преображенское	м. Преображенская площадь	19429743	423768		Regions Development
3492						ЖК «Wellton Towers»		10 минут пешком	СЗАО	р-н Хорошево-Мневники	м. Народное Ополчение	21700000	563636		Место
3493	1	50,2	16	24	F	ЖК «HIGH LIFE Летниковская, 11»		9 минут пешком	ЮАО	р-н Даниловский	м. Павелецкая	33159459	660547		Пионер
3494	1	44,94	3	24	F	ЖК «Dream Towers»	сдача ГК: 2 кв. 2023 года	5 минут пешком	ЮАО	р-н Нагатинский затон	м. Технопарк	21396534	476113		Regions Development
3495	1	48,3	12	18	F	ЖК «Бадаевский»	сдача ГК: 4 кв. 2025 года	16 минут пешком	ЗАО	р-н Дорогомилово	м. Киевская	50232000	1040000		Capital Group
3496	1	53,57	3	6	A	ЖК «Клубный дом Космо 4/22»		15 минут пешком	ЦАО	р-н Замоскворечье	м. Новокузнецкая	49402254	922200		Галс-Девелопмент
3497						ЖК «River Park Towers Кутузовский»		5 минут пешком	ЗАО	р-н Дорогомилово	м. Фили	22450632	524547		Аеон-Девелопмент
3498						ЖК «ÁLIA»	сдача ГК: 2 кв. 2023 года	7 минут пешком	СЗАО	р-н Покровское-Стрешнево	м. Спартак	16122800	335472		ASTERUS
3499	1	51,2	41	66	A	ЖК «NEVA TOWERS»	дом сдан	3 минуты пешком	ЦАО	р-н Пресненский	м. Выставочная	43724800	854000		Тауэрс
3500	1	49,8	2	18	F	ЖК «Luzhniki Collection»	сдача ГК: 4 кв. 2026 года	15 минут пешком	ЦАО	р-н Хамовники	м. Воробьёвы горы	33471000	672108		Absolute Premium
3501						ЖК «Famous»	сдача ГК: 4 кв. 2023 года	5 минут пешком	ЗАО	р-н Филевский парк	м. Фили	20837134	543908		MR Group
3502						ЖК «Hide»	сдача ГК: 4 кв. 2023 года	3 минуты на транспорте	ЗАО	р-н Раменки	м. Лужники	27882490	627984		MR Group
3503	1	45,7	2	17	A	ЖК «Комплекс апартаментов Slava»	дом сдан	4 минуты пешком	САО	р-н Беговой	м. Белорусская	28845672	631196		MR Group
3504	1	76,6	4	6	F	ЖК «Обыденский №1»	сдача ГК: 1 кв. 2026 года	7 минут на транспорте	ЦАО	р-н Хамовники		186600000	2436031		Sminex-Интеко
3505	1	55,8	5	11	F	ЖК «OPUS»	сдача ГК: 3 кв. 2025 года	15 минут пешком	ЮАО	р-н Даниловский	м. Павелецкая	42587787	763222		Пионер
3506						ЖК «Lucky»	сдача ГК: 1 кв. 2023 года	7 минут пешком	ЦАО	р-н Пресненский	м. Улица 1905 года	55777772	1111111		VESPER
3507	1	57	5	8	F	ЖК «Тессинский, 1»		15 минут пешком	ЦАО	р-н Таганский	м. Китай-город	76494000	1342000		Стрелецкая Слобода
3508						ЖК «AHEAD»	сдача ГК: 4 кв. 2024 года	11 минут пешком	ЗАО	р-н Филевский парк	м. Филёвский парк	36185160	521400		VOSHOD
3509	1	53,17	2	9	A	ЖК «CULT (Апартаменты премиум-класса)»	сдача ГК: 4 кв. 2023 года	1 минута пешком	ЦАО	р-н Якиманка	м. Октябрьская	55090638	1036123		GRAVION
3510						ЖК «PRIDE»		13 минут пешком	СВАО	р-н Марьина роща	м. Савёловская	16106665	500207		Пионер
3511	1	75,3	5	11	F	ЖК «OPUS»	сдача ГК: 3 кв. 2025 года	15 минут пешком	ЮАО	р-н Даниловский	м. Павелецкая	57168738	759213		Пионер
3512						ЖК «SYMPHONY 34»		8 минут пешком	САО	р-н Савеловский	м. Дмитровская	18472662	491033	С отделкой	MR Group
3513	1	52,1	3	3	F			4 минуты пешком	ЦАО	р-н Басманный	м. Китай-город	52000000	998081		ID 413522
3514						ЖК «Republic»	сдача ГК: 4 кв. 2025 года	14 минут пешком	ЦАО	р-н Пресненский	м. Белорусская	29170858	736266		Forma
3515	1	44,9	6	19	F	ЖК «Остров»	сдача ГК: 1 кв. 2025 года	1 минута пешком	СЗАО	р-н Хорошево-Мневники	м. Терехово 	25606470	570300		Донстрой
3516	1	94	4	8	F	ЖК «Парк Палас»		10 минут пешком	ЦАО	р-н Хамовники	м. Кропоткинская	100000000	1063830		Ramenky Realty
3517	1	59,2	6	12	F	ЖК «Вишневый сад»		7 минут на транспорте	ЗАО	р-н Раменки	м. Минская	79600000	1344595		ID 413522
3518						ЖК «Mod»	сдача ГК: 4 кв. 2024 года	6 минут пешком	СВАО	р-н Марьина роща	м. Марьина роща	18001920	439500		MR Group
3519	1	45,85	5	17	F	ЖК «Преображенская площадь»	сдача ГК: 3 кв. 2024 года	5 минут пешком	ВАО	р-н Преображенское	м. Преображенская площадь	19429743	423768		Regions Development
3520						ЖК «Wellton Towers»		10 минут пешком	СЗАО	р-н Хорошево-Мневники	м. Народное Ополчение	21700000	563636		Место
3521	1	50,2	16	24	F	ЖК «HIGH LIFE Летниковская, 11»		9 минут пешком	ЮАО	р-н Даниловский	м. Павелецкая	33159459	660547		Пионер
3522	1	44,94	3	24	F	ЖК «Dream Towers»	сдача ГК: 2 кв. 2023 года	5 минут пешком	ЮАО	р-н Нагатинский затон	м. Технопарк	21396534	476113		Regions Development
3523	1	48,3	12	18	F	ЖК «Бадаевский»	сдача ГК: 4 кв. 2025 года	16 минут пешком	ЗАО	р-н Дорогомилово	м. Киевская	50232000	1040000		Capital Group
3524	1	53,57	3	6	A	ЖК «Клубный дом Космо 4/22»		15 минут пешком	ЦАО	р-н Замоскворечье	м. Новокузнецкая	49402254	922200		Галс-Девелопмент
3525						ЖК «River Park Towers Кутузовский»		5 минут пешком	ЗАО	р-н Дорогомилово	м. Фили	22450632	524547		Аеон-Девелопмент
3526						ЖК «ÁLIA»	сдача ГК: 2 кв. 2023 года	7 минут пешком	СЗАО	р-н Покровское-Стрешнево	м. Спартак	16122800	335472		ASTERUS
3527	1	51,2	41	66	A	ЖК «NEVA TOWERS»	дом сдан	3 минуты пешком	ЦАО	р-н Пресненский	м. Выставочная	43724800	854000		Тауэрс
3528	1	49,8	2	18	F	ЖК «Luzhniki Collection»	сдача ГК: 4 кв. 2026 года	15 минут пешком	ЦАО	р-н Хамовники	м. Воробьёвы горы	33471000	672108		Absolute Premium
3529						ЖК «Famous»	сдача ГК: 4 кв. 2023 года	5 минут пешком	ЗАО	р-н Филевский парк	м. Фили	20837134	543908		MR Group
3530						ЖК «Hide»	сдача ГК: 4 кв. 2023 года	3 минуты на транспорте	ЗАО	р-н Раменки	м. Лужники	27882490	627984		MR Group
3531	1	45,7	2	17	A	ЖК «Комплекс апартаментов Slava»	дом сдан	4 минуты пешком	САО	р-н Беговой	м. Белорусская	28845672	631196		MR Group
3532	1	76,6	4	6	F	ЖК «Обыденский №1»	сдача ГК: 1 кв. 2026 года	7 минут на транспорте	ЦАО	р-н Хамовники		186600000	2436031		Sminex-Интеко
3533	1	55,8	5	11	F	ЖК «OPUS»	сдача ГК: 3 кв. 2025 года	15 минут пешком	ЮАО	р-н Даниловский	м. Павелецкая	42587787	763222		Пионер
3534						ЖК «Lucky»	сдача ГК: 1 кв. 2023 года	7 минут пешком	ЦАО	р-н Пресненский	м. Улица 1905 года	55777772	1111111		VESPER
3535	1	57	5	8	F	ЖК «Тессинский, 1»		15 минут пешком	ЦАО	р-н Таганский	м. Китай-город	76494000	1342000		Стрелецкая Слобода
3536						ЖК «AHEAD»	сдача ГК: 4 кв. 2024 года	11 минут пешком	ЗАО	р-н Филевский парк	м. Филёвский парк	36185160	521400		VOSHOD
3537	1	53,17	2	9	A	ЖК «CULT (Апартаменты премиум-класса)»	сдача ГК: 4 кв. 2023 года	1 минута пешком	ЦАО	р-н Якиманка	м. Октябрьская	55090638	1036123		GRAVION
3538						ЖК «PRIDE»		13 минут пешком	СВАО	р-н Марьина роща	м. Савёловская	16106665	500207		Пионер
3539	1	75,3	5	11	F	ЖК «OPUS»	сдача ГК: 3 кв. 2025 года	15 минут пешком	ЮАО	р-н Даниловский	м. Павелецкая	57168738	759213		Пионер
3540						ЖК «SYMPHONY 34»		8 минут пешком	САО	р-н Савеловский	м. Дмитровская	18472662	491033	С отделкой	MR Group
3541	1	52,1	3	3	F			4 минуты пешком	ЦАО	р-н Басманный	м. Китай-город	52000000	998081		ID 413522
3542						ЖК «Republic»	сдача ГК: 4 кв. 2025 года	14 минут пешком	ЦАО	р-н Пресненский	м. Белорусская	29170858	736266		Forma
3543	1	44,9	6	19	F	ЖК «Остров»	сдача ГК: 1 кв. 2025 года	1 минута пешком	СЗАО	р-н Хорошево-Мневники	м. Терехово 	25606470	570300		Донстрой
3544	1	94	4	8	F	ЖК «Парк Палас»		10 минут пешком	ЦАО	р-н Хамовники	м. Кропоткинская	100000000	1063830		Ramenky Realty
3545	1	59,2	6	12	F	ЖК «Вишневый сад»		7 минут на транспорте	ЗАО	р-н Раменки	м. Минская	79600000	1344595		ID 413522
3546						ЖК «Mod»	сдача ГК: 4 кв. 2024 года	6 минут пешком	СВАО	р-н Марьина роща	м. Марьина роща	18001920	439500		MR Group
3547	1	45,85	5	17	F	ЖК «Преображенская площадь»	сдача ГК: 3 кв. 2024 года	5 минут пешком	ВАО	р-н Преображенское	м. Преображенская площадь	19429743	423768		Regions Development
3548						ЖК «Wellton Towers»		10 минут пешком	СЗАО	р-н Хорошево-Мневники	м. Народное Ополчение	21700000	563636		Место
3549	1	50,2	16	24	F	ЖК «HIGH LIFE Летниковская, 11»		9 минут пешком	ЮАО	р-н Даниловский	м. Павелецкая	33159459	660547		Пионер
3550	1	44,94	3	24	F	ЖК «Dream Towers»	сдача ГК: 2 кв. 2023 года	5 минут пешком	ЮАО	р-н Нагатинский затон	м. Технопарк	21396534	476113		Regions Development
3551	1	48,3	12	18	F	ЖК «Бадаевский»	сдача ГК: 4 кв. 2025 года	16 минут пешком	ЗАО	р-н Дорогомилово	м. Киевская	50232000	1040000		Capital Group
3552	1	53,57	3	6	A	ЖК «Клубный дом Космо 4/22»		15 минут пешком	ЦАО	р-н Замоскворечье	м. Новокузнецкая	49402254	922200		Галс-Девелопмент
3553						ЖК «River Park Towers Кутузовский»		5 минут пешком	ЗАО	р-н Дорогомилово	м. Фили	22450632	524547		Аеон-Девелопмент
3554						ЖК «ÁLIA»	сдача ГК: 2 кв. 2023 года	7 минут пешком	СЗАО	р-н Покровское-Стрешнево	м. Спартак	16122800	335472		ASTERUS
3555	1	51,2	41	66	A	ЖК «NEVA TOWERS»	дом сдан	3 минуты пешком	ЦАО	р-н Пресненский	м. Выставочная	43724800	854000		Тауэрс
3556	1	49,8	2	18	F	ЖК «Luzhniki Collection»	сдача ГК: 4 кв. 2026 года	15 минут пешком	ЦАО	р-н Хамовники	м. Воробьёвы горы	33471000	672108		Absolute Premium
3557						ЖК «Famous»	сдача ГК: 4 кв. 2023 года	5 минут пешком	ЗАО	р-н Филевский парк	м. Фили	20837134	543908		MR Group
3558						ЖК «Hide»	сдача ГК: 4 кв. 2023 года	3 минуты на транспорте	ЗАО	р-н Раменки	м. Лужники	27882490	627984		MR Group
3559	1	45,7	2	17	A	ЖК «Комплекс апартаментов Slava»	дом сдан	4 минуты пешком	САО	р-н Беговой	м. Белорусская	28845672	631196		MR Group
3560	1	76,6	4	6	F	ЖК «Обыденский №1»	сдача ГК: 1 кв. 2026 года	7 минут на транспорте	ЦАО	р-н Хамовники		186600000	2436031		Sminex-Интеко
3561	1	55,8	5	11	F	ЖК «OPUS»	сдача ГК: 3 кв. 2025 года	15 минут пешком	ЮАО	р-н Даниловский	м. Павелецкая	42587787	763222		Пионер
3562						ЖК «Lucky»	сдача ГК: 1 кв. 2023 года	7 минут пешком	ЦАО	р-н Пресненский	м. Улица 1905 года	55777772	1111111		VESPER
3563	1	57	5	8	F	ЖК «Тессинский, 1»		15 минут пешком	ЦАО	р-н Таганский	м. Китай-город	76494000	1342000		Стрелецкая Слобода
3564						ЖК «AHEAD»	сдача ГК: 4 кв. 2024 года	11 минут пешком	ЗАО	р-н Филевский парк	м. Филёвский парк	36185160	521400		VOSHOD
3565	1	53,17	2	9	A	ЖК «CULT (Апартаменты премиум-класса)»	сдача ГК: 4 кв. 2023 года	1 минута пешком	ЦАО	р-н Якиманка	м. Октябрьская	55090638	1036123		GRAVION
3566						ЖК «PRIDE»		13 минут пешком	СВАО	р-н Марьина роща	м. Савёловская	16106665	500207		Пионер
3567	1	75,3	5	11	F	ЖК «OPUS»	сдача ГК: 3 кв. 2025 года	15 минут пешком	ЮАО	р-н Даниловский	м. Павелецкая	57168738	759213		Пионер
3568						ЖК «SYMPHONY 34»		8 минут пешком	САО	р-н Савеловский	м. Дмитровская	18472662	491033	С отделкой	MR Group
3569	1	52,1	3	3	F			4 минуты пешком	ЦАО	р-н Басманный	м. Китай-город	52000000	998081		ID 413522
3570						ЖК «Republic»	сдача ГК: 4 кв. 2025 года	14 минут пешком	ЦАО	р-н Пресненский	м. Белорусская	29170858	736266		Forma
3571	1	44,9	6	19	F	ЖК «Остров»	сдача ГК: 1 кв. 2025 года	1 минута пешком	СЗАО	р-н Хорошево-Мневники	м. Терехово 	25606470	570300		Донстрой
3572	1	94	4	8	F	ЖК «Парк Палас»		10 минут пешком	ЦАО	р-н Хамовники	м. Кропоткинская	100000000	1063830		Ramenky Realty
3573	1	59,2	6	12	F	ЖК «Вишневый сад»		7 минут на транспорте	ЗАО	р-н Раменки	м. Минская	79600000	1344595		ID 413522
3574						ЖК «Mod»	сдача ГК: 4 кв. 2024 года	6 минут пешком	СВАО	р-н Марьина роща	м. Марьина роща	18001920	439500		MR Group
3575	1	45,85	5	17	F	ЖК «Преображенская площадь»	сдача ГК: 3 кв. 2024 года	5 минут пешком	ВАО	р-н Преображенское	м. Преображенская площадь	19429743	423768		Regions Development
3576						ЖК «Wellton Towers»		10 минут пешком	СЗАО	р-н Хорошево-Мневники	м. Народное Ополчение	21700000	563636		Место
3577	1	50,2	16	24	F	ЖК «HIGH LIFE Летниковская, 11»		9 минут пешком	ЮАО	р-н Даниловский	м. Павелецкая	33159459	660547		Пионер
3578	1	44,94	3	24	F	ЖК «Dream Towers»	сдача ГК: 2 кв. 2023 года	5 минут пешком	ЮАО	р-н Нагатинский затон	м. Технопарк	21396534	476113		Regions Development
3579	1	48,3	12	18	F	ЖК «Бадаевский»	сдача ГК: 4 кв. 2025 года	16 минут пешком	ЗАО	р-н Дорогомилово	м. Киевская	50232000	1040000		Capital Group
3580	1	53,57	3	6	A	ЖК «Клубный дом Космо 4/22»		15 минут пешком	ЦАО	р-н Замоскворечье	м. Новокузнецкая	49402254	922200		Галс-Девелопмент
3581						ЖК «River Park Towers Кутузовский»		5 минут пешком	ЗАО	р-н Дорогомилово	м. Фили	22450632	524547		Аеон-Девелопмент
3582						ЖК «ÁLIA»	сдача ГК: 2 кв. 2023 года	7 минут пешком	СЗАО	р-н Покровское-Стрешнево	м. Спартак	16122800	335472		ASTERUS
3583	1	51,2	41	66	A	ЖК «NEVA TOWERS»	дом сдан	3 минуты пешком	ЦАО	р-н Пресненский	м. Выставочная	43724800	854000		Тауэрс
3584	1	49,8	2	18	F	ЖК «Luzhniki Collection»	сдача ГК: 4 кв. 2026 года	15 минут пешком	ЦАО	р-н Хамовники	м. Воробьёвы горы	33471000	672108		Absolute Premium
3585						ЖК «Famous»	сдача ГК: 4 кв. 2023 года	5 минут пешком	ЗАО	р-н Филевский парк	м. Фили	20837134	543908		MR Group
3586						ЖК «Hide»	сдача ГК: 4 кв. 2023 года	3 минуты на транспорте	ЗАО	р-н Раменки	м. Лужники	27882490	627984		MR Group
3587	1	45,7	2	17	A	ЖК «Комплекс апартаментов Slava»	дом сдан	4 минуты пешком	САО	р-н Беговой	м. Белорусская	28845672	631196		MR Group
3588	1	76,6	4	6	F	ЖК «Обыденский №1»	сдача ГК: 1 кв. 2026 года	7 минут на транспорте	ЦАО	р-н Хамовники		186600000	2436031		Sminex-Интеко
3589	1	55,8	5	11	F	ЖК «OPUS»	сдача ГК: 3 кв. 2025 года	15 минут пешком	ЮАО	р-н Даниловский	м. Павелецкая	42587787	763222		Пионер
3590						ЖК «Lucky»	сдача ГК: 1 кв. 2023 года	7 минут пешком	ЦАО	р-н Пресненский	м. Улица 1905 года	55777772	1111111		VESPER
3591	1	57	5	8	F	ЖК «Тессинский, 1»		15 минут пешком	ЦАО	р-н Таганский	м. Китай-город	76494000	1342000		Стрелецкая Слобода
3592						ЖК «AHEAD»	сдача ГК: 4 кв. 2024 года	11 минут пешком	ЗАО	р-н Филевский парк	м. Филёвский парк	36185160	521400		VOSHOD
3593	1	53,17	2	9	A	ЖК «CULT (Апартаменты премиум-класса)»	сдача ГК: 4 кв. 2023 года	1 минута пешком	ЦАО	р-н Якиманка	м. Октябрьская	55090638	1036123		GRAVION
3594						ЖК «PRIDE»		13 минут пешком	СВАО	р-н Марьина роща	м. Савёловская	16106665	500207		Пионер
3595	1	75,3	5	11	F	ЖК «OPUS»	сдача ГК: 3 кв. 2025 года	15 минут пешком	ЮАО	р-н Даниловский	м. Павелецкая	57168738	759213		Пионер
3596						ЖК «SYMPHONY 34»		8 минут пешком	САО	р-н Савеловский	м. Дмитровская	18472662	491033	С отделкой	MR Group
3597	1	52,1	3	3	F			4 минуты пешком	ЦАО	р-н Басманный	м. Китай-город	52000000	998081		ID 413522
3598						ЖК «Republic»	сдача ГК: 4 кв. 2025 года	14 минут пешком	ЦАО	р-н Пресненский	м. Белорусская	29170858	736266		Forma
3599	1	44,9	6	19	F	ЖК «Остров»	сдача ГК: 1 кв. 2025 года	1 минута пешком	СЗАО	р-н Хорошево-Мневники	м. Терехово 	25606470	570300		Донстрой
3600	1	94	4	8	F	ЖК «Парк Палас»		10 минут пешком	ЦАО	р-н Хамовники	м. Кропоткинская	100000000	1063830		Ramenky Realty
3601	1	59,2	6	12	F	ЖК «Вишневый сад»		7 минут на транспорте	ЗАО	р-н Раменки	м. Минская	79600000	1344595		ID 413522
3602						ЖК «Mod»	сдача ГК: 4 кв. 2024 года	6 минут пешком	СВАО	р-н Марьина роща	м. Марьина роща	18001920	439500		MR Group
3603	1	45,85	5	17	F	ЖК «Преображенская площадь»	сдача ГК: 3 кв. 2024 года	5 минут пешком	ВАО	р-н Преображенское	м. Преображенская площадь	19429743	423768		Regions Development
3604						ЖК «Wellton Towers»		10 минут пешком	СЗАО	р-н Хорошево-Мневники	м. Народное Ополчение	21700000	563636		Место
3605	1	50,2	16	24	F	ЖК «HIGH LIFE Летниковская, 11»		9 минут пешком	ЮАО	р-н Даниловский	м. Павелецкая	33159459	660547		Пионер
3606	1	44,94	3	24	F	ЖК «Dream Towers»	сдача ГК: 2 кв. 2023 года	5 минут пешком	ЮАО	р-н Нагатинский затон	м. Технопарк	21396534	476113		Regions Development
3607	1	48,3	12	18	F	ЖК «Бадаевский»	сдача ГК: 4 кв. 2025 года	16 минут пешком	ЗАО	р-н Дорогомилово	м. Киевская	50232000	1040000		Capital Group
3608	1	53,57	3	6	A	ЖК «Клубный дом Космо 4/22»		15 минут пешком	ЦАО	р-н Замоскворечье	м. Новокузнецкая	49402254	922200		Галс-Девелопмент
3609						ЖК «River Park Towers Кутузовский»		5 минут пешком	ЗАО	р-н Дорогомилово	м. Фили	22450632	524547		Аеон-Девелопмент
3610						ЖК «ÁLIA»	сдача ГК: 2 кв. 2023 года	7 минут пешком	СЗАО	р-н Покровское-Стрешнево	м. Спартак	16122800	335472		ASTERUS
3611	1	51,2	41	66	A	ЖК «NEVA TOWERS»	дом сдан	3 минуты пешком	ЦАО	р-н Пресненский	м. Выставочная	43724800	854000		Тауэрс
3612	1	49,8	2	18	F	ЖК «Luzhniki Collection»	сдача ГК: 4 кв. 2026 года	15 минут пешком	ЦАО	р-н Хамовники	м. Воробьёвы горы	33471000	672108		Absolute Premium
3613						ЖК «Famous»	сдача ГК: 4 кв. 2023 года	5 минут пешком	ЗАО	р-н Филевский парк	м. Фили	20837134	543908		MR Group
3614						ЖК «Hide»	сдача ГК: 4 кв. 2023 года	3 минуты на транспорте	ЗАО	р-н Раменки	м. Лужники	27882490	627984		MR Group
3615	1	45,7	2	17	A	ЖК «Комплекс апартаментов Slava»	дом сдан	4 минуты пешком	САО	р-н Беговой	м. Белорусская	28845672	631196		MR Group
3616	1	76,6	4	6	F	ЖК «Обыденский №1»	сдача ГК: 1 кв. 2026 года	7 минут на транспорте	ЦАО	р-н Хамовники		186600000	2436031		Sminex-Интеко
3617	1	55,8	5	11	F	ЖК «OPUS»	сдача ГК: 3 кв. 2025 года	15 минут пешком	ЮАО	р-н Даниловский	м. Павелецкая	42587787	763222		Пионер
3618						ЖК «Lucky»	сдача ГК: 1 кв. 2023 года	7 минут пешком	ЦАО	р-н Пресненский	м. Улица 1905 года	55777772	1111111		VESPER
3619	1	57	5	8	F	ЖК «Тессинский, 1»		15 минут пешком	ЦАО	р-н Таганский	м. Китай-город	76494000	1342000		Стрелецкая Слобода
3620						ЖК «AHEAD»	сдача ГК: 4 кв. 2024 года	11 минут пешком	ЗАО	р-н Филевский парк	м. Филёвский парк	36185160	521400		VOSHOD
3621	1	53,17	2	9	A	ЖК «CULT (Апартаменты премиум-класса)»	сдача ГК: 4 кв. 2023 года	1 минута пешком	ЦАО	р-н Якиманка	м. Октябрьская	55090638	1036123		GRAVION
3622						ЖК «PRIDE»		13 минут пешком	СВАО	р-н Марьина роща	м. Савёловская	16106665	500207		Пионер
